순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
241,발효식품,백김치,1,힐리언스 선마을 건강레시피 92/덴스토리 선마을/덴스토리,배추,F0870000000a,60000.0,무,F065001B090a,7000.0,파프리카,F194000C010a,400.0,양파,F1320000000a,960.0,배,H0380010000a,1100.0,쪽파,F1910030000a,1000.0,마늘,F053000B060a,1000.0,고추,F018000C020a,700.0,생강페이스트,R0190000009a,500.0,천일염,R0200030009a,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,발효식품,총각김치,1,힐리언스 선마을 건강레시피 93/덴스토리 선마을/덴스토리,총각무,F1760000000a,10000.0,실파,F1910020000a,300.0,고춧가루,R0070000005a,300.0,멸치액젓,K069001000Ia,150.0,마늘,F053000B060a,150.0,설탕,C0110000005a,70.0,생강페이스트,R0190000009a,50.0,천일염,R0200030009a,75.0,찹쌀가루,A0380000005a,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,냉채/샐러드류,두부미역샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,두부,D0150000009a,400.0,파프리카,F194000C010a,80.0,미역(말린것),L0130000001a,20.0,무순,F066000B120a,2.0,다시마육수,L0070000009a,80.0,현미식초,R0220080009a,75.0,조청(쌀),C0160060009a,30.0,재래간장,R0010030009a,15.0,마늘,F053000B060a,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,냉채/샐러드류,식초드레싱,1,힐리언스 선마을 건강레시피 89/덴스토리 선마을/덴스토리,다시마육수,L0070000009a,80.0,현미식초,R0220080009a,75.0,조청(쌀),C0160060009a,30.0,재래간장,R0010030009a,15.0,마늘,F053000B060a,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,냉채/샐러드류,닭안심무쌈,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,닭가슴살,I008000D020a,200.0,무,F065001B090a,100.0,파프리카,F194000C010a,100.0,현미식초,R0220080009a,50.0,샐러리,F1070000000a,30.0,조청(쌀),C0160060009a,60.0,마늘,F053000B060a,2.5,흑후추,R0410010005a,1.5,로즈마리,R0460000001a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,냉채/샐러드류,청국장카나페,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,청국장,R0320000009a,100.0,양상추,F1310000000a,250.0,방울토마토,F1860010000a,100.0,매실액,H030000000Ha,30.0,검정깨,E0260010001a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,냉채/샐러드류,아롱사태샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,소고기사태,I027006D900a,300.0,아마란스,F1430000000a,100.0,파프리카,F194000C010a,50.0,대파,F1910040000a,20.0,생강페이스트,R0190000009a,10.0,마늘,F053000B060a,4.0,흑후추,R0410010005a,1.5,월계수잎,R048000B141a,1.0,배즙,H0390000009a,120.0,현미식초,R0220080009a,90.0,겨자,F0110010000a,20.0,조청(쌀),C0160060009a,20.0,흰깨,E0260020009n,30.0,양파,F1320000000a,5.0,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,
248,냉채/샐러드류,참깨겨자드레싱,1,힐리언스 선마을 건강레시피 89/덴스토리 선마을/덴스토리,배즙,H0390000009a,120.0,현미식초,R0220080009a,90.0,겨자,F0110010000a,20.0,조청(쌀),C0160060009a,20.0,흰깨,E0260020009n,30.0,양파,F1320000000a,5.0,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,냉채/샐러드류,양배추샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,양배추,F1290000000a,300.0,적양배추,F1290010000a,50.0,파인애플,H0920000000a,100.0,올리브유,N0170000009a,100.0,현미식초,R0220080009a,50.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,냉채/샐러드류,브로콜리샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,브로콜리,F0920000000a,160.0,파프리카,F194000C010a,100.0,올리브유,N0170000009a,20.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,냉채/샐러드류,단호박청포묵냉채,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,단호박,F1980040000a,300.0,우뭇가사리묵,L0200000009a,300.0,파프리카,F194000C010a,100.0,배즙,H0390000009a,50.0,양파가루,R0560000005a,10.0,현미식초,R0220080009a,45.0,조청(쌀),C0160060009a,30.0,레몬과즙,H0250000009a,2.5,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,냉채/샐러드류,모듬버섯샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,새송이버섯,G0230000000a,100.0,느타리버섯,G0040000000a,100.0,표고버섯,G0270020000a,100.0,올리브유,N0170000009a,30.0,마늘,F053000B060a,5.0,발사믹식초,R0220090009a,45.0,조청(쌀),C0160060009a,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,냉채/샐러드류,발사믹소스,1,힐리언스 선마을 건강레시피 89/덴스토리 선마을/덴스토리,발사믹식초,R0220090009a,45.0,조청(쌀),C0160060009a,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,냉채/샐러드류,토마토렌틸샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,토마토,F1860000000a,680.0,렌틸콩,D020001C021a,20.0,발사믹식초,R0220090009a,30.0,조청(쌀),C0160060009a,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,냉채/샐러드류,마늘수삼샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,마늘,F053000B060a,120.0,수삼,T0210020000a,120.0,적양배추,F1290010000a,20.0,유자액,H079000000Ha,80.0,검정깨,E0260010001a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,냉채/샐러드류,닭가슴살겨자채,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,닭가슴살,I008000D020a,200.0,오이,F1480010000a,150.0,파프리카,F194000C010a,100.0,양파,F1320000000a,50.0,적양배추,F1290010000a,50.0,마늘,F053000B060a,4.0,흑후추,R0410010005a,1.5,월계수잎,R048000B141a,1.0,레몬,H0240000000a,65.0,소금,R0200000009a,2.0,현미식초,R0220080009a,120.0,배즙,H0390000009a,120.0,겨자가루,R0520000005a,60.0,조청(쌀),C0160060009a,60.0,양파,F1320000000a,30.0,레몬과즙,H0250000009a,2.5,마늘,F053000B060a,2.5,,,,,,,,,
257,냉채/샐러드류,레드샐러드,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,겨자,F0110010000a,140.0,치커리,F178000B140a,140.0,적상추,F1010032500a,140.0,비트,F095000B090a,140.0,방울토마토,F1860010000a,80.0,사과식초,R0220030009a,2.0,오렌지,H0690000000a,400.0,올리브유,N0170000009a,100.0,현미식초,R0220080009a,50.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,냉채/샐러드류,삼색고구마경단,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,고구마,B006018B020a,300.0,브로콜리,F0920000000a,80.0,호두,E0350000001a,35.0,아몬드,E0200000001a,35.0,검정깨,E0260010001a,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,냉채/샐러드류,단호박건강식,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,단호박,F1980040000a,300.0,수삼,T0210020000a,160.0,대추,H0160000000a,20.0,꿀,C0030000009a,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,냉채/샐러드류,토마토보양식,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,토마토,F1860000000a,1000.0,아몬드,E0200000001a,40.0,해바라기씨,E0340000001a,30.0,호박씨,E0360000001a,30.0,올리브유,N0170000009a,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,냉채/샐러드류,견과류드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,호두,E0350000001a,25.0,아몬드,E0200000001a,30.0,호박씨,E0360000001a,25.0,올리브유,N0170000009a,120.0,우유,M0090000009a,20.0,꿀,C0030000009a,15.0,레몬과즙,H0250000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,냉채/샐러드류,키위드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,키위,H0900000000a,100.0,올리브유,N0170000009a,100.0,현미식초,R0220080009a,50.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,냉채/샐러드류,청국장드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,청국장,R0320000009a,200.0,배,H0380010000a,200.0,양파,F1320000000a,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,냉채/샐러드류,파프리카오이드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,파프리카,F194000C010a,180.0,오이,F1480010000a,80.0,올리브유,N0170000009a,100.0,현미식초,R0220080009a,50.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,냉채/샐러드류,수삼유자드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,수삼,T0210020000a,50.0,현미식초,R0220080009a,50.0,유자액,H079000000Ha,150.0,올리브유,N0170000009a,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,냉채/샐러드류,바나나드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,바나나,H0370000000a,120.0,올리브유,N0170000009a,80.0,현미식초,R0220080009a,50.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,냉채/샐러드류,검은깨두부드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,두부,D0150000009a,200.0,검정깨,E0260010001a,80.0,우유,M0090000009a,40.0,현미식초,R0220080009a,40.0,올리브유,N0170000009a,30.0,꿀,C0030000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,냉채/샐러드류,강낭콩드레싱,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,강낭콩,D0010000000a,200.0,올리브유,N0170000009a,100.0,현미식초,R0220080009a,40.0,꿀,C0030000009a,15.0,레몬과즙,H0250000009a,5.0,들기름,N0030000009a,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,죽/밥류,단호박죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,단호박,F1980040000a,600.0,찹쌀가루,A0380000005a,100.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,죽/밥류,브로콜리순두부죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,백미,A008000A030a,200.0,브로콜리,F0920000000a,200.0,순두부,D0150020009a,300.0,감자,B0010060000a,40.0,당근,F041000B090a,40.0,양파,F1320000000a,40.0,재래간장,R0010030009a,15.0,들기름,N0030000009a,5.0,소금,R0200000009a,2.0,멸치육수,K0680000009a,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,죽/밥류,케일된장죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,백미,A008000A030a,200.0,케일,F1800000000a,80.0,된장,R0120040009a,30.0,들기름,N0030000009a,2.5,멸치육수,K0680000009a,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,죽/밥류,닭살연근죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,찹쌀현미,A038000A060a,200.0,닭가슴살,I008000D020a,80.0,연근,F1410000000a,40.0,대파,F1910040000a,10.0,마늘,F053000B060a,2.0,재래간장,R0010030009a,15.0,마늘,F053000B060a,5.0,들기름,N0030000009a,5.0,소금,R0200000009a,2.0,닭육수,I0110000009a,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,죽/밥류,수삼파프리카죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,백미,A008000A030a,200.0,수삼,T0210020000a,240.0,파프리카,F194000C010a,120.0,실파,F1910020000a,10.0,재래간장,R0010030009a,15.0,들기름,N0030000009a,5.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,죽/밥류,오징어커리죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,백미,A008000A030a,200.0,오징어,K6230000000a,250.0,당근,F041000B090a,80.0,양파,F1320000000a,80.0,카레가루,R0340000005a,45.0,실파,F1910020000a,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,죽/밥류,섭죽,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,찹쌀백미,A038000A030a,100.0,백미,A008000A030a,80.0,홍합,K4270000000a,200.0,닭가슴살,I008000D020a,500.0,부추,F0910010000a,20.0,들기름,N0030000009a,5.0,소금,R0200000009a,2.0,닭육수,I0110000009a,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,죽/밥류,강황당근밥,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,백미,A008000A030a,100.0,수수,A027000A010a,25.0,기장,A003000A010a,25.0,쥐눈이콩,D0110000001a,80.0,울금,F228000B100a,1.6,당근,F041000B090a,30.0,다시마육수,L0070000009a,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,죽/밥류,시래기무밥,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,현미,A008009A060a,80.0,찹쌀현미,A038000A060a,100.0,서리태,D0120050001a,10.0,무시래기,F068000B141b,50.0,무,F065001B090a,30.0,다시마육수,L0070000009a,300.0,부추,F0910010000a,10.0,양조간장,R0010010009a,60.0,마늘,F053000B060a,1.6,들기름,N0030000009a,1.6,흰깨,E0260020009n,2.0,다시마육수,L0070000009a,30.0,,,,,,,,,,,,,,,,,,,,,,,,
278,죽/밥류,닭가슴살비빔밥,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,현미밥,A013000A069a,800.0,닭가슴살,I008000D020a,100.0,애호박,F1980050000a,100.0,당근,F041000B090a,50.0,참나물,F1710010000a,50.0,소금,R0200000009a,2.0,들기름,N0030000009a,2.0,마늘,F053000B060a,2.0,흑후추,R0410010005a,2.3,월계수잎,R048000B141a,1.0,레몬,H0240000000a,25.0,고추장,R0050010009a,60.0,소고기우둔살,I027004D260a,20.0,조청(쌀),C0160060009a,15.0,배즙,H0390000009a,50.0,마늘,F053000B060a,1.3,,,,,,,,,,,,
279,국/찌개/탕류,콩탕,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,콩(대두),D0120010001a,200.0,배추김치,F2050070009a,100.0,마늘,F053000B060a,2.5,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,국/찌개/탕류,해계탕,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,토종닭,I0080040000a,500.0,전복,K4220010000a,320.0,주꾸미,K6290000000a,400.0,백합,K4150000000a,480.0,대하,K6130070000a,120.0,마늘,F053000B060a,2.5,소금,R0200000009a,2.0,닭육수,I0110000009a,800.0,대추,H0160000000a,135.0,수삼,T0210020000a,80.0,마늘,F053000B060a,6.0,당귀뿌리,F040001B090a,10.0,,,,,,,,,,,,,,,,,,,,,,,,
281,국/찌개/탕류,우엉들깨탕,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,가래떡,A0110010009a,200.0,우엉,F1540000000a,200.0,표고버섯(말린것),G0270020001a,200.0,미나리,F0770020000a,150.0,깻잎,F049000B140a,40.0,팽이버섯,G0250010000a,10.0,들기름,N0030000009a,15.0,재래간장,R0010030009a,15.0,들깨,E0050000001a,15.0,마늘,F053000B060a,1.6,소금,R0200000009a,2.0,멸치육수,K0680000009a,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
282,국/찌개/탕류,가지냉국,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,가지,F0030000000a,240.0,미역(말린것),L0130000001a,40.0,양파,F1320000000a,40.0,풋고추,F0180000620a,9.0,고추,F018000C020a,9.0,소금,R0200000009a,2.0,멸치육수,K0680000009a,800.0,현미식초,R0220080009a,250.0,조청(쌀),C0160060009a,120.0,재래간장,R0010030009a,30.0,흰깨,E0260020009n,2.5,들기름,N0030000009a,1.6,,,,,,,,,,,,,,,,,,,,,,,,
283,국/찌개/탕류,배추버섯국,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,배추,F0870000000a,150.0,느타리버섯,G0040000000a,100.0,새송이버섯,G0230000000a,100.0,표고버섯,G0270020000a,50.0,팽이버섯,G0250010000a,50.0,재래간장,R0010030009a,5.0,마늘,F053000B060a,1.6,소금,R0200000009a,2.0,멸치육수,K0680000009a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,국/찌개/탕류,매생이굴국,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,매생이,L0110000000a,350.0,굴,K4040010000a,200.0,무,F065001B090a,50.0,재래간장,R0010030009a,5.0,마늘,F053000B060a,2.5,소금,R0200000009a,2.0,멸치육수,K0680000009a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,국/찌개/탕류,황태감잣국,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,황태포,K0700001201a,60.0,감자,B0010060000a,200.0,양파,F1320000000a,100.0,당근,F041000B090a,40.0,대파,F1910040000a,20.0,재래간장,R0010030009a,10.0,마늘,F053000B060a,1.6,소금,R0200000009a,2.0,멸치육수,K0680000009a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,국/찌개/탕류,바지락된장찌개,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,바지락,K4130000000a,120.0,두부,D0150000009a,100.0,감자,B0010060000a,80.0,양파,F1320000000a,60.0,대파,F1910040000a,20.0,풋고추,F0180000620a,9.0,팽이버섯,G0250010000a,10.0,된장,R0120040009a,45.0,마늘,F053000B060a,1.6,고춧가루,R0070000005a,1.6,멸치육수,K0680000009a,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,국/찌개/탕류,냉이콩가루국,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,냉이,F0330000000a,100.0,무,F065001B090a,80.0,대파,F1910040000a,20.0,미숫가루,A0250030005a,45.0,된장,R0120040009a,30.0,마늘,F053000B060a,2.5,소금,R0200000009a,2.0,멸치육수,K0680000009a,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,국/찌개/탕류,채소국물,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,당근,F041000B090a,30.0,무,F065001B090a,30.0,파프리카,F194000C010a,20.0,양파,F1320000000a,15.0,샐러리,F1070000000a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,국/찌개/탕류,모시조개국물,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,가무락조개,K4250010000a,200.0,물엿,C0070000009a,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,국/찌개/탕류,멸치국물,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,멸치말린것(대멸치),K0660001143a,20.0,다시마(말린것),L0050000001a,10.0,물엿,C0070000009a,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,국/찌개/탕류,쇠고기육수,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,소고기양지,I027003D280a,100.0,무,F065001B090a,30.0,대파,F1910040000a,20.0,마늘,F053000B060a,4.0,생강페이스트,R0190000009a,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,무침류,양지부추무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,소고기양지,I027003D280a,100.0,양파,F1320000000a,50.0,부추,F0910010000a,40.0,쌈장,R0230000009a,80.0,들깨,E0050000001a,20.0,고춧가루,R0070000005a,2.5,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,무침류,바라깻잎된장무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,깻잎,F049000B140a,250.0,고추,F018000C020a,9.0,된장,R0120040009a,30.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,무침류,미나리배초무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,미나리,F0770020000a,100.0,배,H0380010000a,100.0,고추장,R0050010009a,100.0,조청(쌀),C0160060009a,60.0,현미식초,R0220080009a,45.0,레몬과즙,H0250000009a,5.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,무침류,낫토마무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,나토,R0100000009a,100.0,마,B0110010000a,150.0,무,F065001B090a,20.0,양조간장,R0010010009a,5.0,들기름,N0030000009a,2.5,검정깨,E0260010001a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,무침류,호박버섯무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,애호박,F1980050000a,200.0,느타리버섯,G0040000000a,80.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,무침류,냉이된장무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,냉이,F0330000000a,250.0,된장,R0120040009a,30.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,호두,E0350000001a,2.0,잣,E0230000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,무침류,참나물무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,참나물,F1710010000a,150.0,재래간장,R0010030009a,15.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,무침류,달래닭살무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,달래,F0390000000a,150.0,닭가슴살,I008000D020a,60.0,양파,F1320000000a,10.0,샐러리,F1070000000a,10.0,레몬,H0240000000a,25.0,흑후추,R0410010005a,1.5,월계수잎,R048000B141a,1.0,재래간장,R0010030009a,15.0,사과식초,R0220030009a,5.0,조청(쌀),C0160060009a,5.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.5,고춧가루,R0070000005a,1.6,,,,,,,,,,,,,,,,,,
300,무침류,가지들깨무침,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,가지,F0030000000a,240.0,양파,F1320000000a,20.0,들깨,E0050000001a,20.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,흰깨,E0260020009n,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,무침류,우엉잡채,1,힐리언스 선마을 건강레시피 88/덴스토리 선마을/덴스토리,우엉,F1540000000a,200.0,느타리버섯,G0040000000a,150.0,양파,F1320000000a,40.0,당근,F041000B090a,40.0,파프리카,F194000C010a,80.0,재래간장,R0010030009a,15.0,조청(쌀),C0160060009a,5.0,들기름,N0030000009a,5.0,흰깨,E0260020009n,5.0,마늘,F053000B060a,2.5,포도씨유,N0260000009a,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,
