순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
60,탕류,갈비탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,소고기갈비,I027003D030a,100.2,무,F065001B090a,34.2,당면(고구마),B0070010001a,10.8,대파,F1910040000a,8.3,재래간장,R0010030009a,4.0,마늘,F053000B060a,2.4,흑후추,R0410010005a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,탕류,곰탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,우족국물,I0310001079a,221.7,소고기양지,I027003D280a,39.8,대파,F1910040000a,7.9,국수,A0180000001a,2.0,마늘,F053000B060a,1.5,소금,R0200000009a,1.4,흑후추,R0410010005a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,탕류,꽃게탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽃게,K6020010000a,27.0,무,F065001B090a,19.3,양파,F1320000000a,11.3,대파,F1910040000a,5.4,고추장,R0050010009a,1.8,된장,R0120040009a,1.0,마늘,F053000B060a,1.0,풋고추,F0180000620a,0.8,고춧가루,R0070000005a,0.6,소금,R0200000009a,0.2,멸치맛조미료,R0310001895a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,탕류,닭도리탕(닭매운탕),1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,토종닭,I0080040000a,68.6,감자,B0010060000a,27.9,양파,F1320000000a,12.3,당근,F041000B090a,5.1,대파,F1910040000a,3.9,고추장,R0050010009a,3.0,재래간장,R0010030009a,2.7,마늘,F053000B060a,1.4,물엿,C0070000009a,1.2,고춧가루,R0070000005a,1.1,참기름,N0200000009a,0.5,소금,R0200000009a,0.3,생강페이스트,R0190000009a,0.1,흑후추,R0410010005a,0.1,,,,,,,,,,,,,,,,,,
64,탕류,삼계탕(닭백숙),1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,토종닭,I0080040000a,104.5,찹쌀백미,A038000A030a,18.6,인삼(말린것),T0210010001a,5.3,마늘,F053000B060a,5.1,대파,F1910040000a,3.6,밤,E0140000000a,3.5,대추(말린것),H0160000001a,2.2,소금,R0200000009a,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,탕류,생선 매운탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,무,F065001B090a,32.3,동태,K0700001227a,30.5,양파,F1320000000a,6.6,대파,F1910040000a,2.5,재래간장,R0010030009a,2.0,풋고추,F0180000620a,1.4,마늘,F053000B060a,0.6,소금,R0200000009a,0.6,고춧가루,R0070000005a,0.6,고추장,R0050010009a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,탕류,육개장,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,소고기양지,I027003D280a,29.9,숙주나물,F1120000000a,17.5,대파,F1910040000a,13.9,토란대,F185000B160a,11.7,고사리(말린것),F0160000001a,11.0,배추,F0870000000a,5.6,달걀,J0030000000a,3.2,고추장,R0050010009a,2.2,고춧가루,R0070000005a,2.2,마늘,F053000B060a,1.7,재래간장,R0010030009a,1.4,콩기름,N0220000009a,1.3,소금,R0200000009a,1.2,참기름,N0200000009a,0.8,흑후추,R0410010005a,0.03,,,,,,,,,,,,,,,
67,탕류,추어탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,미꾸라지,K0770000000a,72.7,토란대,F185000B160a,27.5,대파,F1910040000a,6.4,된장,R0120040009a,5.7,풋고추,F0180000620a,4.1,고추장,R0050010009a,3.5,들깨,E0050000001a,2.4,재래간장,R0010030009a,2.0,고춧가루,R0070000005a,1.9,마늘,F053000B060a,1.5,소금,R0200000009a,1.1,생강페이스트,R0190000009a,0.4,흑후추,R0410010005a,0.2,,,,,,,,,,,,,,,,,,,,,
68,탕류,해물 매운탕,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽃게,K6020010000a,36.1,오징어,K6230000000a,22.6,무,F065001B090a,11.8,미더덕,K6120000000a,11.7,애호박,F1980050000a,10.9,대파,F1910040000a,9.6,시바새우,K6130130000a,7.2,두부,D0150000009a,6.9,백합,K4150000000a,4.9,낙지,K6080000000a,3.9,고추장,R0050010009a,2.9,양파,F1320000000a,2.5,풋고추,F0180000620a,1.7,쑥갓,F1190000000a,1.7,마늘,F053000B060a,1.6,바지락,K4130000000a,1.5,고춧가루,R0070000005a,1.4,소금,R0200000009a,0.7,재래간장,R0010030009a,0.2,멸치맛조미료,R0310001895a,0.1
69,찌개류,고등어찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고등어,K0150000000a,19.5,무,F065001B090a,9.9,양파,F1320000000a,8.3,배추김치,F2050070009a,8.1,대파,F1910040000a,1.8,마늘,F053000B060a,0.7,재래간장,R0010030009a,0.7,풋고추,F0180000620a,0.5,고추장,R0050010009a,0.5,고춧가루,R0070000005a,0.4,된장,R0120040009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,찌개류,김치찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,배추김치,F2050070009a,55.0,돼지고기목살,I014000D130a,20.1,두부,D0150000009a,14.2,대파,F1910040000a,3.4,마늘,F053000B060a,0.6,소금,R0200000009a,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,찌개류,동태(생태)찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,동태,K0700001227a,5.9,무,F065001B090a,24.6,두부,D0150000009a,14.1,양파,F1320000000a,8.8,대파,F1910040000a,2.3,고추장,R0050010009a,2.2,쑥갓,F1190000000a,1.9,마늘,F053000B060a,1.3,고춧가루,R0070000005a,1.3,소금,R0200000009a,0.6,멸치맛조미료,R0310001895a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,찌개류,된장찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,두부,D0150000009a,18.7,애호박,F1980050000a,9.3,된장,R0120040009a,7.1,양파,F1320000000a,6.8,감자,B0010060000a,5.0,대파,F1910040000a,3.5,풋고추,F0180000620a,1.7,멸치말린것(대멸치),K0660001143a,0.8,마늘,F053000B060a,0.7,고춧가루,R0070000005a,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,찌개류,두부찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,두부,D0150000009a,67.8,양파,F1320000000a,11.6,대파,F1910040000a,5.1,재래간장,R0010030009a,0.8,마늘,F053000B060a,0.5,소금,R0200000009a,0.3,참기름,N0200000009a,0.2,고춧가루,R0070000005a,0.2,멸치맛조미료,R0310001895a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,찌개류,부대찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,배추김치,F2050070009a,22.2,햄,I0170020009a,17.9,두부,D0150000009a,15.4,비엔나소시지,I0160030009a,13.3,돼지고기목살,I014000D130a,12.3,라면,S0830001911a,10.5,양파,F1320000000a,8.4,대파,F1910040000a,5.2,고추장,R0050010009a,2.3,가래떡,A0110010009a,2.0,고춧가루,R0070000005a,1.9,마늘,F053000B060a,0.9,소금,R0200000009a,0.5,,,,,,,,,,,,,,,,,,,,,
75,찌개류,순두부찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,순두부,D0150020009a,106.4,달걀,J0030000000a,22.2,배추김치,F2050070009a,14.5,바지락,K4130000000a,10.1,양파,F1320000000a,8.7,대파,F1910040000a,5.1,재래간장,R0010030009a,1.6,마늘,F053000B060a,1.5,고춧가루,R0070000005a,1.5,소금,R0200000009a,0.5,참기름,N0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,찌개류,청국장찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,두부,D0150000009a,28.7,청국장,R0320000009a,24.3,배추김치,F2050070009a,16.2,무,F065001B090a,6.9,돼지고기앞다리,I014000D770a,6.2,대파,F1910040000a,4.8,마늘,F053000B060a,0.7,고춧가루,R0070000005a,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,찌개류,콩비지찌개,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,비지,D0160000009a,33.0,배추김치,F2050070009a,17.2,돼지고기앞다리,I014000D770a,9.1,대파,F1910040000a,3.8,양파,F1320000000a,1.8,마늘,F053000B060a,0.5,고춧가루,R0070000005a,0.4,소금,R0200000009a,0.2,콩기름,N0220000009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,찜류,갈비찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,소고기갈비,I027003D030a,64.6,양파,F1320000000a,10.8,무,F065001B090a,6.1,양조간장,R0010010009a,4.3,당근,F041000B090a,2.6,대파,F1910040000a,2.0,설탕,C0110000005a,0.9,마늘,F053000B060a,0.9,물엿,C0070000009a,0.8,참기름,N0200000009a,0.3,흰깨,E0260020009n,0.2,소고기맛조미료,R0310001905a,0.1,흑후추,R0410010005a,0.03,,,,,,,,,,,,,,,,,,,,,
79,찜류,깻잎찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,깻잎,F049000B140a,9.3,양조간장,R0010010009a,3.5,대파,F1910040000a,1.0,고춧가루,R0070000005a,0.5,참기름,N0200000009a,0.4,마늘,F053000B060a,0.3,흰깨,E0260020009n,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,찜류,꼬막찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꼬막,K4060000000a,20.2,양조간장,R0010010009a,1.2,쪽파,F1910030000a,1.0,마늘,F053000B060a,0.3,고춧가루,R0070000005a,0.3,설탕,C0110000005a,0.2,참기름,N0200000009a,0.1,소금,R0200000009a,0.1,흰깨,E0260020009n,0.1,깨소금가루,R0090000005n,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,찜류,꽈리고추찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,풋고추,F0180000620a,17.7,밀가루,A0160000100a,4.0,양조간장,R0010010009a,2.5,마늘,F053000B060a,0.6,쪽파,F1910030000a,0.3,참기름,N0200000009a,0.2,흰깨,E0260020009n,0.1,고춧가루,R0070000005a,0.1,소금,R0200000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,찜류,달걀찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,달걀,J0030000000a,32.0,당근,F041000B090a,1.9,쪽파,F1910030000a,1.7,새우젓,K6130140000a,0.7,소금,R0200000009a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,찜류,돼지갈비찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,돼지갈비,I014000D030a,183.7,양파,F1320000000a,23.3,감자,B0010060000a,20.8,당근,F041000B090a,11.9,양조간장,R0010010009a,9.0,대파,F1910040000a,5.3,설탕,C0110000005a,3.4,마늘,F053000B060a,2.2,참기름,N0200000009a,1.0,생강페이스트,R0190000009a,0.9,청주,Q0140001759a,0.8,흰깨,E0260020009n,0.4,흑후추,R0410010005a,0.1,,,,,,,,,,,,,,,,,,,,,
84,찜류,순대,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,순대,I0220000009a,71.0,소금,R0200000009a,0.2,흑후추,R0410010005a,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,찜류,아귀찜,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,아귀,K1280000000a,114.1,무,F065001B090a,38.7,양파,F1320000000a,14.3,콩나물,F1820000000a,13.8,미나리,F0770020000a,12.9,양조간장,R0010010009a,6.5,쑥갓,F1190000000a,6.4,고춧가루,R0070000005a,4.0,고춧잎,F019000B140a,2.6,마늘,F053000B060a,1.4,참기름,N0200000009a,1.3,깨소금가루,R0090000005n,1.3,전분(감자),B0140010005a,0.1,,,,,,,,,,,,,,,,,,,,,
86,찜류,찐 감자,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,감자,B0010060000a,258.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,찜류,찐 고구마,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고구마,B006018B020a,137.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,찜류,찐 양배추,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,양배추,F1290000000a,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,찜류,찐 옥수수,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,옥수수,A0300020009e,166.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,조림류,갈치조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,갈치,K0100000000a,29.2,무,F065001B090a,13.8,양파,F1320000000a,6.4,양조간장,R0010010009a,2.8,대파,F1910040000a,2.1,풋고추,F0180000620a,1.3,청주,Q0140001759a,0.9,마늘,F053000B060a,0.8,고춧가루,R0070000005a,0.5,설탕,C0110000005a,0.4,고추,F018000C020a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,조림류,감자조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,감자,B0010060000a,40.1,양조간장,R0010010009a,2.5,풋고추,F0180000620a,1.9,콩기름,N0220000009a,1.4,물엿,C0070000009a,1.4,쪽파,F1910030000a,1.2,설탕,C0110000005a,0.4,마늘,F053000B060a,0.3,흰깨,E0260020009n,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,조림류,고등어조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고등어,K0150000000a,35.6,무,F065001B090a,19.6,양파,F1320000000a,2.4,대파,F1910040000a,2.0,양조간장,R0010010009a,1.8,고추장,R0050010009a,1.3,고춧가루,R0070000005a,1.1,마늘,F053000B060a,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,조림류,고추조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,풋고추,F0180000620a,6.2,밀가루,A0160000100a,1.0,양조간장,R0010010009a,0.5,마늘,F053000B060a,0.2,참기름,N0200000009a,0.1,소금,R0200000009a,0.1,흰깨,E0260020009n,0.1,물엿,C0070000009a,0.1,고춧가루,R0070000005a,0.03,소고기맛조미료,R0310001905a,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,조림류,꽁치조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽁치,K0230000000a,49.4,무,F065001B090a,18.7,쪽파,F1910030000a,5.1,양조간장,R0010010009a,3.5,풋고추,F0180000620a,1.4,마늘,F053000B060a,1.1,고추장,R0050010009a,1.0,고춧가루,R0070000005a,0.6,설탕,C0110000005a,0.4,생강페이스트,R0190000009a,0.2,소고기맛조미료,R0310001905a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,조림류,달걀장조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,달걀,J0030000000a,43.3,양조간장,R0010010009a,7.2,물엿,C0070000009a,4.2,설탕,C0110000005a,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,조림류,돼지고기 장조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,돼지고기안심,I014000D200a,16.7,양조간장,R0010010009a,3.2,물엿,C0070000009a,0.6,설탕,C0110000005a,0.6,청주,Q0140001759a,0.5,마늘,F053000B060a,0.2,생강페이스트,R0190000009a,0.1,흰깨,E0260020009n,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,조림류,두부조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,두부,D0150000009a,46.4,양조간장,R0010010009a,3.1,대파,F1910040000a,1.5,콩기름,N0220000009a,1.0,고춧가루,R0070000005a,0.5,마늘,F053000B060a,0.4,설탕,C0110000005a,0.3,흰깨,E0260020009n,0.1,참기름,N0200000009a,0.1,소고기맛조미료,R0310001905a,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,조림류,땅콩조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,땅콩,E0070000001a,8.1,양조간장,R0010010009a,2.3,물엿,C0070000009a,1.4,설탕,C0110000005a,0.1,흰깨,E0260020009n,0.04,참기름,N0200000009a,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,조림류,메추리알 장조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,메추리알,J0080000000a,15.5,양조간장,R0010010009a,2.4,물엿,C0070000009a,0.7,풋고추,F0180000620a,0.7,양파,F1320000000a,0.4,마늘,F053000B060a,0.3,설탕,C0110000005a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,조림류,멸치조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,멸치말린것(소멸치),K0660001163a,3.7,양조간장,R0010010009a,0.7,물엿,C0070000009a,0.7,콩기름,N0220000009a,0.3,설탕,C0110000005a,0.2,참기름,N0200000009a,0.1,마늘,F053000B060a,0.1,흰깨,E0260020009n,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,조림류,쇠고기 장조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,소고기양지,I027003D280a,17.7,양조간장,R0010010009a,3.5,메추리알,J0080000000a,2.9,마늘,F053000B060a,1.1,풋고추,F0180000620a,0.8,설탕,C0110000005a,0.5,물엿,C0070000009a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,조림류,연근조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,연근,F1410000000a,16.3,양조간장,R0010010009a,2.9,물엿,C0070000009a,1.1,설탕,C0110000005a,0.6,흰깨,E0260020009n,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,조림류,우엉조림,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,우엉,F1540000000a,10.2,양조간장,R0010010009a,1.4,물엿,C0070000009a,1.0,설탕,C0110000005a,0.3,콩기름,N0220000009a,0.2,마늘,F053000B060a,0.1,흰깨,E0260020009n,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,조림류,족발,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,돼지고기족발(조미),I015000D51Db,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,조림류,콩조림(콩자반),1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,콩(대두),D0120010001a,8.2,양조간장,R0010010009a,2.2,물엿,C0070000009a,1.0,설탕,C0110000005a,0.5,흰깨,E0260020009n,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,구이류,갈비구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,소고기갈비,I027003D030a,123.3,양파,F1320000000a,22.4,양조간장,R0010010009a,11.2,대파,F1910040000a,9.4,배,H0380010000a,7.5,설탕,C0110000005a,5.1,참기름,N0200000009a,2.5,마늘,F053000B060a,2.3,흑후추,R0410010005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,구이류,갈치구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,갈치,K0100000000a,25.6,콩기름,N0220000009a,1.4,소금,R0200000009a,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,구이류,고등어구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,고등어,K0150000000a,44.0,콩기름,N0220000009a,1.9,소금,R0200000009a,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,구이류,김구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,김(구운것),L0030040009f,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,구이류,꽁치구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,꽁치,K0230000000a,48.9,콩기름,N0220000009a,2.2,밀가루,A0160000100a,1.6,소금,R0200000009a,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,구이류,달걀말이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,달걀,J0030000000a,37.2,쪽파,F1910030000a,3.0,당근,F041000B090a,2.7,양파,F1320000000a,2.0,콩기름,N0220000009a,1.6,소금,R0200000009a,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,구이류,돼지갈비 구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,돼지갈비,I014000D030a,142.4,양파,F1320000000a,19.6,양조간장,R0010010009a,13.4,배추김치,F2050070009a,10.5,물엿,C0070000009a,7.1,설탕,C0110000005a,6.0,마늘,F053000B060a,2.3,생강페이스트,R0190000009a,1.7,참기름,N0200000009a,0.4,흑후추,R0410010005a,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,구이류,돼지고기 구이,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,돼지고기목살,I014000D130a,85.3,양파,F1320000000a,15.6,고추장,R0050010009a,2.8,대파,F1910040000a,2.1,청주,Q0140001759a,1.7,양조간장,R0010010009a,1.2,고춧가루,R0070000005a,1.1,소금,R0200000009a,0.9,콩기름,N0220000009a,0.6,생강페이스트,R0190000009a,0.6,흑후추,R0410010005a,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,구이류,두부부침,1,1회 분량으로 보는 소비자가 알기 쉬운 식품영양가표/(주) 교문사/㈜ 교문사,두부,D0150000009a,48.1,콩기름,N0220000009a,1.3,소금,R0200000009a,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
